chr	start	end	gene_name	gene_tss	strand	distance	score	label
chr2	10278334	10279239	PDIA6	10837976	-	534053	-0.083929711012216	0
chr2	10283198	10283698	ITGB1BP1	9423546	-	859879	-0.0182611868848799	0
chr2	10283198	10283698	PDIA6	10837976	-	529391	-0.128218585778672	1
chr2	10297670	10298303	IAH1	9473658	+	823458	0.0347171483647006	0
chr2	10530567	10531323	PDIA6	10837976	-	281894	-0.0411916392827053	0
chr2	11829147	11830691	PDIA6	10837976	-	1017080	-0.0566748094984269	0
chr2	15577025	15577525	DDX1	15591178	+	14345	-0.0001853052394502	0
chr2	24362273	24362773	PTRHD1	24793381	-	430859	0.0298402395788822	0
chr2	24362273	24362773	SF3B6	24076442	-	286079	-0.0106713881071134	0
chr2	24456540	24457040	PTRHD1	24793381	-	336592	-0.0155215802030569	0
chr2	24456540	24457040	SF3B6	24076442	-	380346	-0.00925512806724	0
chr2	24457698	24458198	PTRHD1	24793381	-	335434	-0.0322743022200115	0
chr2	24457698	24458198	SF3B6	24076442	-	381504	-0.0371194341378047	0
chr2	24461423	24462137	SF3B6	24076442	-	385336	-0.0476511274464974	0
chr2	24482318	24483073	PTRHD1	24793381	-	310687	-1.35853703704392e-05	0
chr2	24482318	24483073	SF3B6	24076442	-	406251	-0.0208686958370017	0
chr2	24489384	24489884	SF3B6	24076442	-	413190	-0.0099777583289363	0
chr2	25997714	25998214	HADHA	26244725	-	246762	0.0319178585632229	0
chr2	26658869	26659369	ATRAID	27212027	+	553231	-0.0151221842596979	0
chr2	26658869	26659369	HADHA	26244725	-	414393	-0.009422205716404	0
chr2	26658869	26659369	OST4	27071772	-	412580	-0.0293176728693727	0
chr2	26658869	26659369	PPM1G	27409686	-	750564	-0.0025556266561882	0
chr2	27527246	27527746	OST4	27071772	-	455797	-0.0210426408996097	0
chr2	27727174	27727674	ATRAID	27212027	+	515074	-0.01296546724744	0
chr2	27727174	27727674	GTF3C2	27357033	-	370390	0.0057830356889636	0
chr2	27727174	27727674	MPV17	27325679	-	404322	0.0031392303034449	0
chr2	27727174	27727674	OST4	27071772	-	655725	0.0038899462645825	0
chr2	28366337	28367191	PPM1G	27409686	-	957081	-0.0438746864612058	0
chr2	28366337	28367191	SNX17	27370496	+	996269	-0.0131266942311892	0
chr2	37390414	37390914	CEBPZ	37231712	-	159067	-0.0271431286653387	0
chr2	37390414	37390914	CEBPZOS	37196488	+	194204	0.0023840163897685	0
chr2	37561123	37562055	CDC42EP3	37738467	-	110610	-0.0132255935120539	1
chr2	37561123	37562055	CEBPZ	37231712	-	329992	0.027169484628883	0
chr2	38613065	38614248	SRSF7	38751493	-	137838	-0.103471952678111	1
chr2	38643689	38644189	GEMIN6	38751534	+	134245	-0.0346654801168022	0
chr2	38643689	38644189	HNRNPLL	38603585	-	40903	-0.0495277393491408	0
chr2	39150063	39151173	SRSF7	38751493	-	399124	-0.160826050119344	1
chr2	41830453	41830953	COX7A2L	42425087	-	530540	0.0468416427710403	0
chr2	41922053	41922660	COX7A2L	42425087	-	438887	0.0624967227099345	0
chr2	42927216	42928376	COX7A2L	42425087	-	566553	0.0651076305400855	0
chr2	42927216	42928376	ZFP36L2	43226608	-	298810	-0.0095359388987167	0
chr2	42928543	42929043	COX7A2L	42425087	-	567550	0.0539303551256329	0
chr2	42928543	42929043	EML4	42169350	+	759456	0.0108725479222864	0
chr2	42931360	42932334	COX7A2L	42425087	-	570604	0.0325010180620093	0
chr2	42931360	42932334	ZFP36L2	43226608	-	294759	-0.0086136810488393	0
chr2	43059491	43059991	COX7A2L	42425087	-	698498	0.0246094540585191	0
chr2	43073251	43073974	COX7A2L	42425087	-	712369	0.0574352911805549	0
chr2	43073251	43073974	LRPPRC	43996004	-	922393	-0.003241184444265	0
chr2	43168296	43169111	COX7A2L	42425087	-	807460	0.0493047795906614	0
chr2	43168296	43169111	LRPPRC	43996004	-	827302	0.0219048089128149	0
chr2	43177675	43178648	COX7A2L	42425087	-	816918	0.0215942986533162	0
chr2	43177675	43178648	LRPPRC	43996004	-	817844	-0.0024986735408747	0
chr2	43177675	43178648	ZFP36L2	43226608	-	48445	-0.0789317569711136	1
chr2	43178924	43179424	COX7A2L	42425087	-	817931	0.0454544614957089	0
chr2	43178924	43179424	LRPPRC	43996004	-	816831	-0.0113417025928588	0
chr2	43178924	43179424	ZFP36L2	43226608	-	47432	-0.095671068129876	1
chr2	43184192	43184831	COX7A2L	42425087	-	823268	0.0985123606534042	0
chr2	43185052	43185671	COX7A2L	42425087	-	824118	0.0706008322286913	0
chr2	43186535	43187035	COX7A2L	42425087	-	825542	0.0414438006517393	0
chr2	43190532	43191032	ZFP36L2	43226608	-	35824	-0.107776362455626	1
chr2	43194824	43195324	COX7A2L	42425087	-	833831	0.0281675518417743	0
chr2	43197260	43197760	COX7A2L	42425087	-	836267	0.046479229748029	0
chr2	43197260	43197760	LRPPRC	43996004	-	798495	0.0507548984021478	0
chr2	43218756	43219256	COX7A2L	42425087	-	857763	0.0549973083047726	0
chr2	43219485	43220340	COX7A2L	42425087	-	858669	0.0563741122181138	0
chr2	43219485	43220340	LRPPRC	43996004	-	776093	0.0266832432565873	0
chr2	43219485	43220340	ZFP36L2	43226608	-	6694	0.021367551861142	0
chr2	46224510	46225299	CALM2	47176600	-	951719	-0.0216729201939523	0
chr2	46258682	46259743	CALM2	47176600	-	917411	-0.022921317908736	0
chr2	47179209	47179819	CALM2	47176600	-	2891	-0.0326454595115845	0
chr2	55115968	55116468	RPS27A	55231903	+	116186	0.0862197455199134	0
chr2	55115968	55116468	RTN4	55112620	-	65620	0.0366239981872702	0
chr2	55120528	55121415	RPS27A	55231903	+	111433	-0.0131349342708413	0
chr2	55120528	55121415	RTN4	55112620	-	70373	-0.0104737855054466	0
chr2	55133514	55134528	CCDC88A	55419920	-	285900	-0.0030227810808201	0
chr2	55133514	55134528	RPS27A	55231903	+	98383	0.0235951290427683	0
chr2	55133514	55134528	RTN4	55112620	-	83423	0.012381808818738	0
chr2	55140350	55141482	CFAP36	55519604	+	378678	-0.033882729541062	0
chr2	55140350	55141482	MTIF2	55269346	-	128332	-0.0166992655577536	0
chr2	55140350	55141482	RPS27A	55231903	+	91488	0.0441538816969072	0
chr2	55140350	55141482	RTN4	55112620	-	90318	-0.353107860120711	1
chr2	55157303	55158448	RPS27A	55231903	+	74529	0.0512135396489672	0
chr2	55459213	55460676	MTIF2	55269346	-	190696	0.0188808114616064	0
chr2	55459213	55460676	PNPT1	55693909	-	233966	0.0048323671251997	0
chr2	55459213	55460676	RPS27A	55231903	+	227540	0.0717641926919916	0
chr2	55459213	55460676	RTN4	55112620	-	409346	0.0726410496988463	0
chr2	61165959	61166459	USP34	61470768	-	304505	0.0184748828240966	0
chr2	61165959	61166459	XPO1	61538625	-	372074	-0.0575916978493519	0
chr2	61620185	61621281	CCT4	61888803	-	267938	0.0232767825739035	0
chr2	61763688	61764565	CCT4	61888803	-	124545	-0.0046776785471636	0
chr2	61763688	61764565	COMMD1	61888724	+	124596	-0.0081345777206	0
chr2	62304652	62305152	CCT4	61888803	-	416231	0.0220030772994486	0
chr2	64260703	64261203	ACTR2	65227753	+	966741	0.0032902080674472	0
chr2	64260703	64261203	RAB1A	65130105	-	869348	-0.0175065958178504	0
chr2	64354746	64355246	MDH1	63588609	+	766388	-0.0366986713433244	0
chr2	64354746	64355246	RAB1A	65130105	-	775305	-0.0252917639783993	0
chr2	64831073	64832160	RAB1A	65130105	-	298685	-0.0020769813095889	0
chr2	64831073	64832160	UGP2	63840940	+	989737	0.0217812212661361	0
chr2	65294682	65295182	ACTR2	65227753	+	67238	0.0260857631040745	0
chr2	68120984	68121843	PNO1	68157844	+	36416	-0.074024173662701	0
chr2	68352552	68353391	C1D	68110947	-	289944	0.0030900488003064	0
chr2	68352552	68353391	CNRIP1	68320050	-	32920	-0.0173410591173335	1
chr2	68352552	68353391	PNO1	68157844	+	195142	-0.0681006853254371	0
chr2	68423835	68424335	C1D	68110947	-	361058	-0.0139543465535144	0
chr2	68441508	68442155	NFU1	69437627	-	995797	0.0184682321586516	0
chr2	68849598	68850098	C1D	68110947	-	786821	-0.0022143210791679	0
chr2	68909741	68910670	NFU1	69437627	-	527423	0.0101983446478842	0
chr2	68909741	68910670	PNO1	68157844	+	752376	-0.014153557272033	0
chr2	69946506	69947931	FAM136A	70302089	-	354870	-0.0251378523610541	0
chr2	69946506	69947931	PCBP1	70087454	+	140234	-0.010346456681832	0
chr2	69946506	69947931	SNRNP27	69893560	+	53276	-0.0093231526160232	0
chr2	69946506	69947931	SNRPG	70293770	-	346553	-0.0428266875619245	0
chr2	70108487	70109291	FAM136A	70302089	-	193199	-0.0104373012110335	0
chr2	70108487	70109291	PCBP1	70087454	+	21437	-0.0312669552154738	0
chr2	70108487	70109291	SNRPG	70293770	-	184882	-0.0455515239426985	0
chr2	70118670	70119170	SNRPG	70293770	-	174851	-0.0226520290074305	0
chr2	70135795	70136489	PCBP1	70087454	+	48690	-0.0212779194427484	0
chr2	70135795	70136489	SNRPG	70293770	-	157629	-0.072983626216598	0
chr2	70141005	70141812	FAM136A	70302089	-	160680	-0.0382426808424568	0
chr2	70141005	70141812	NFU1	69437627	-	703780	0.0248700608989418	0
chr2	70141005	70141812	SNRPG	70293770	-	152363	-0.0465424123076308	0
chr2	73921102	73921602	AUP1	74529938	-	608545	-0.0444378631267119	0
chr2	73921102	73921602	CCT7	73233420	+	687117	-0.0387559618648914	0
chr2	73921102	73921602	DGUOK	73926826	+	5473	-0.0039061972770202	0
chr2	73921102	73921602	HTRA2	74529377	+	608052	-0.0011212617253447	0
chr2	73921102	73921602	TPRKB	73737399	-	183946	-0.0098326738498841	0
chr2	74185851	74186351	BOLA3	74147993	-	38189	0.010114702920502	0
chr2	74185851	74186351	CCT7	73233420	+	951866	-0.0356369253253235	0
chr2	74185851	74186351	DGUOK	73926826	+	259276	-0.0322550679821715	0
chr2	74185851	74186351	MTHFD2	74198562	+	12461	0.012835118888131	0
chr2	74185851	74186351	POLE4	74958492	+	772541	-0.0500651210572004	0
chr2	74185851	74186351	TPRKB	73737399	-	448695	-0.0382816467048113	0
chr2	75466649	75467149	AUP1	74529938	-	937002	0.0011889328168115	0
chr2	75609025	75609525	POLE4	74958492	+	650633	-0.0085863965563816	0
chr2	75871641	75872141	POLE4	74958492	+	913249	-0.0142341622885428	0
chr2	83969063	83969563	TMSB10	84905625	+	936325	0.0011319745787861	0
chr2	83971272	83972009	KCMF1	84971093	+	999467	-0.0105092742782821	0
chr2	84495476	84495976	TGOLN2	85328424	-	832570	0.0019013275011527	0
chr2	84919788	84920560	TMSB10	84905625	+	14536	-0.263991641698139	1
chr2	85500048	85500548	MAT2A	85539165	+	38679	-0.0377478577822735	0
chr2	85500048	85500548	RNF181	85595725	+	95415	-0.0231462072570013	0
chr2	85500048	85500548	VAMP8	85561562	+	77192	-0.013943683661506	0
chr2	85501204	85501704	MAT2A	85539165	+	37523	-0.0102899057799886	0
chr2	85524194	85525034	TGOLN2	85328424	-	196318	0.0221310181914855	0
chr2	85537475	85538125	IMMT	86195769	-	657970	-0.0075810495504986	0
chr2	85537475	85538125	MAT2A	85539165	+	1177	-0.0581615557144017	0
chr2	85537475	85538125	MRPL35	86199355	+	661632	0.0241060699915168	0
chr2	85537475	85538125	RNF181	85595725	+	57913	0.0057307357555884	0
chr2	85537475	85538125	TMSB10	84905625	+	632162	0.0029540521404292	0
chr2	85537475	85538125	VAMP8	85561562	+	39690	0.0044260333599759	0
chr2	85921645	85922145	VAMP8	85561562	+	344405	-0.0266370869357251	0
chr2	85933810	85934559	IMMT	86195769	-	261586	-0.0257730547054982	0
chr2	85933810	85934559	MRPL35	86199355	+	265248	-0.0087554557953787	0
chr2	85933810	85934559	VAMP8	85561562	+	356694	-0.0239132045356305	0
chr2	85951546	85952046	RNF181	85595725	+	356083	-0.0027571097101766	0
chr2	85951546	85952046	TMEM150A	85603195	-	349097	0.0035821033404206	0
chr2	85952246	85952867	MAT2A	85539165	+	413579	0.039080205962891	0
chr2	85952246	85952867	MRPL35	86199355	+	246876	-0.0236159466546164	0
chr2	85993835	85994451	RNF181	85595725	+	398430	0.0048953351880549	0
chr2	85993835	85994451	ST3GAL5	85905198	-	105109	-0.0462313187171957	1
chr2	85993835	85994451	VAMP8	85561562	+	416653	-0.0056166378323133	0
chr2	85996512	85997012	IMMT	86195769	-	199008	0.0530611193154216	0
chr2	85996512	85997012	MAT2A	85539165	+	457785	-0.0109007664358108	0
chr2	85996512	85997012	MRPL35	86199355	+	202670	0.0234668585574311	0
chr2	86000165	86000665	IMMT	86195769	-	195355	-0.0164570578334844	0
chr2	86000165	86000665	MAT2A	85539165	+	461438	-0.0099729322218991	0
chr2	86000165	86000665	MRPL35	86199355	+	199017	0.0127471457160193	0
chr2	86000165	86000665	RNF181	85595725	+	404702	0.0074008746914691	0
chr2	86000165	86000665	VAMP8	85561562	+	422925	-0.0295949144363753	0
chr2	88057396	88057896	RPIA	88691644	+	634011	-0.0303472591432231	0
chr2	95550922	95551629	STARD7	96208824	-	657560	-0.033536495304439	0
chr2	96094716	96095602	MRPS5	95149433	-	973132	-0.0007929253057429	0
chr2	96396569	96397069	CIAO1	96266132	+	130674	-0.0032082287322549	0
chr2	100513596	100514096	CNOT11	101252802	+	739036	-0.0020918175254673	0
chr2	100513596	100514096	RPL31	101001715	+	488382	-0.0017006644807464	0
chr2	101689403	101689903	RPL31	101001715	+	687425	0.0575046469675975	0
chr2	105467983	105468707	FHL2	105438512	-	69121	0.0088781195550255	0
chr2	105968272	105968892	C2orf49	105337359	+	631224	0.0015635588786031	0
chr2	111642858	111643358	CHCHD5	112584240	+	941328	-0.0282023008909634	0
chr2	111702061	111702561	CHCHD5	112584240	+	882125	-0.0391402423449894	0
chr2	112256615	112257115	ZC3H8	112255135	-	1778	-0.0470513076533886	0
chr2	112272425	112273458	CHCHD5	112584240	+	311495	-0.0246269741571922	0
chr2	112272425	112273458	MIR4435-2HG	111495099	-	777780	0.023922124852213	0
chr2	112683795	112684295	SLC20A1	112645857	+	38189	-0.0666994394790453	1
chr2	112685082	112685729	ZC3H8	112255135	-	430318	0.0123730377816067	0
chr2	112686463	112686963	CHCHD5	112584240	+	102277	-0.0302855954731532	0
chr2	112690819	112691319	CHCHD5	112584240	+	106633	-0.015501834381018	0
chr2	112692453	112692953	CHCHD5	112584240	+	108267	0.0156167414708255	0
chr2	112904763	112905371	CHCHD5	112584240	+	320631	0.0065465619456488	0
chr2	113372341	113372841	ACTR3	113889960	+	517342	-0.0064472369210755	0
chr2	113372341	113372841	CHCHD5	112584240	+	788155	-0.014946089757042	0
chr2	121811175	121811675	NIFK	121736922	-	74498	-0.0165552470749372	0
chr2	121811175	121811675	TSN	121737103	+	55881	0.0228195748135123	0
chr2	121902206	121902706	NIFK	121736922	-	165529	0.0082728461238752	0
chr2	126644590	126645090	GYPC	126655933	+	11094	-0.0076336055926996	0
chr2	126645231	126645731	GYPC	126655933	+	10453	-0.391605160016519	1
chr2	126645231	126645731	IWS1	127526885	-	881030	-0.0200493191586607	0
chr2	126650893	126651540	GYPC	126655933	+	4718	-0.182322381348865	1
chr2	126994271	126994881	GYPC	126655933	+	338642	0.0410327396905494	0
chr2	130378090	130379290	IMP4	130342225	+	36466	-0.0309245469977787	0
chr2	130380029	130380529	MZT2B	130181737	+	198358	0.0087209522956479	0
chr2	131668838	131669621	MZT2A	131492742	-	176738	0.0016452700151805	0
chr2	131682209	131683405	MZT2A	131492742	-	190316	-0.0252688132089104	0
chr2	132337827	132338327	MZT2A	131492742	-	845586	0.0050330831152489	0
chr2	135050130	135051140	DARS	135986099	+	935049	0.0136520456923537	0
chr2	135050130	135051140	UBXN4	135741619	+	690983	-0.0434328413016201	0
chr2	144582296	144583209	ZEB2	144524582	-	62361	-0.0645233524248118	1
chr2	150166341	150167104	MMADHC	149587815	-	578906	-0.0256515194267938	0
chr2	150167569	150168069	MMADHC	149587815	-	580003	-0.0306434146508512	0
chr2	151760313	151760813	ARL5A	151828491	-	67932	-0.0107377604997563	0
chr2	151760313	151760813	ARL6IP6	152717893	+	957329	-0.0061723009756923	0
chr2	151760313	151760813	NMI	151290056	-	470647	0.0060133636603039	0
chr2	151760313	151760813	PRPF40A	152717996	-	956898	-0.0180327417305018	0
chr2	151760313	151760813	RIF1	151409883	+	350681	0.0001066688241306	0
chr2	151766458	151766958	ARL5A	151828491	-	61787	0.0320035351645518	0
chr2	151766458	151766958	NMI	151290056	-	476792	0.0323148616807334	0
chr2	151766458	151766958	PRPF40A	152717996	-	950753	4.81678748616155e-05	0
chr2	151766458	151766958	RIF1	151409883	+	356826	-0.0071881596452769	0
chr2	151767509	151768009	ARL5A	151828491	-	60736	-0.0048798743811638	0
chr2	151767509	151768009	PRPF40A	152717996	-	949702	-0.0230584371170529	0
chr2	151782544	151783218	ARL5A	151828491	-	45614	-0.0470714903112801	0
chr2	151782544	151783218	NMI	151290056	-	492965	0.0472778909320351	0
chr2	151782544	151783218	PRPF40A	152717996	-	934580	-0.0299808989177772	0
chr2	152200525	152201025	ARL5A	151828491	-	372280	0.0362116774541694	0
chr2	152200525	152201025	PRPF40A	152717996	-	516686	0.0061514676922374	0
chr2	169034231	169034731	METTL5	169824930	-	790450	0.0257794738411896	0
chr2	169034231	169034731	SSB	169791933	+	764330	-0.0052103838726554	0
chr2	169050772	169051272	METTL5	169824930	-	773909	-0.0456855327820784	0
chr2	169050772	169051272	SSB	169791933	+	747789	-0.0302058271639396	0
chr2	169415215	169415911	METTL5	169824930	-	409368	-0.0392222127118544	0
chr2	170155013	170155707	PPIG	169584340	+	571021	0.0137004569550141	0
chr2	170155013	170155707	SSB	169791933	+	356549	-0.0390193259854977	0
chr2	171513390	171514183	CYBRD1	171522247	+	8569	-0.0803765984888528	1
chr2	173291317	173291817	CDCA7	173354820	+	63265	0.0219955016008142	0
chr2	173291317	173291817	OLA1	174248697	-	957103	0.0294140448331455	0
chr2	173400724	173401224	CDCA7	173354820	+	46142	-0.0081349364572905	0
chr2	173400724	173401224	OLA1	174248697	-	847696	-0.0149057109221367	0
chr2	174031778	174032551	CDCA7	173354820	+	677332	-0.0386810575813296	0
chr2	174031778	174032551	OLA1	174248697	-	216506	-0.0157992254274244	0
chr2	174051642	174052142	CDCA7	173354820	+	697060	0.0138785146034628	0
chr2	174051642	174052142	OLA1	174248697	-	196778	-0.0339479958172596	0
chr2	174059234	174059855	OLA1	174248697	-	189126	0.0176472720047163	0
chr2	175036530	175037030	ATP5G3	175184606	+	144982	-0.0998981447766424	1
chr2	176004685	176005419	MTX2	176269395	+	264342	0.0097424453980528	0
chr2	176018642	176019142	ATP5G3	175184606	+	837130	-0.053254218217404	0
chr2	176018642	176019142	MTX2	176269395	+	250502	-0.0097231835258163	0
chr2	176088216	176088716	ATP5G3	175184606	+	906704	-0.0309174181598649	0
chr2	176088216	176088716	MTX2	176269395	+	180928	-0.0282721675942739	0
chr2	189210108	189210608	ORMDL1	189784370	-	574013	-0.0104508587601944	0
chr2	189505363	189506999	C2orf88	189879609	+	674773	0.0058118892465481	0
chr2	189505363	189506999	ORMDL1	189784370	-	278190	-0.0164995877850593	0
chr2	200174282	200174782	BZW1	200810594	+	637389	-0.0124658259081266	0
chr2	201906822	201907629	SUMO1	202238607	-	331374	-0.0416652798001244	0
chr2	202069387	202070242	NDUFB3	201071433	+	998076	-0.0109464738588726	0
chr2	215505459	215505959	RPL37A	216498189	+	993087	0.0246506220787257	0
chr2	217077875	217078375	RPL37A	216498189	+	579329	0.004494621733013	0
chr2	217092690	217093190	XRCC5	216107464	+	983644	-0.0040462037791456	0
chr2	217105645	217106145	RPL37A	216498189	+	607099	0.047367209392893	0
chr2	217106606	217107239	RPL37A	216498189	+	608126	0.0403237456537591	0
chr2	217107437	217107937	RPL37A	216498189	+	608891	0.0333044238722817	0
chr2	217108594	217109094	RPL37A	216498189	+	610048	0.0308843444580404	0
chr2	217147504	217148259	RPL37A	216498189	+	649085	0.0366398373754289	0
chr2	219595142	219595859	DNPEP	219400021	-	207560	0.017292416088085	0
chr2	219661173	219662525	CHPF	219543786	-	118084	-0.0480601852748821	1
chr2	219661173	219662525	DNPEP	219400021	-	273909	-0.015049667354657	0
chr2	219661173	219662525	GMPPA	219498867	+	162985	-0.0223802271084078	0
chr2	227450914	227451700	AGFG1	227472152	+	20864	-0.0416716042460383	1
chr2	227466186	227466926	MFF	227325151	+	141406	-0.0155940619139159	0
chr2	230658599	230659099	CAB39	230712845	+	54698	-0.0843471132630898	1
chr2	230659153	230659653	CAB39	230712845	+	54144	-0.123099786056342	1
chr2	230660483	230660983	NCL	231483640	-	803761	-0.0544138027702952	0
chr2	230667135	230667877	NCL	231483640	-	796988	-0.0341758840266669	0
chr2	230711142	230711773	NCL	231483640	-	753037	-0.044864492188148	0
chr2	230711142	230711773	PTMA	231706895	+	997067	-0.0513046189217752	0
chr2	231515596	231516096	NCL	231483640	-	51352	-0.0530856677508601	0
chr2	231515596	231516096	PTMA	231706895	+	192678	-0.0234126216370925	0
chr2	231666001	231667305	NCL	231483640	-	202159	-0.010385382320187	0
chr2	235460549	235461049	AGAP1	235494089	+	33289	-0.0264140094342342	1
chr2	237963667	237964594	COPS8	237085312	+	878690	-0.0209574879612346	0
chr2	237963667	237964594	HES6	238240661	-	275994	-0.0170075075645937	0
chr2	237963667	237964594	UBE2F	237966827	+	2814	-0.0741200716200077	1
chr2	237964857	237965483	UBE2F	237966827	+	1774	-0.101332150935683	1
chr2	238421267	238421767	UBE2F	237966827	+	454573	0.0268193196391693	0
chr2	238422153	238422776	ASB1	238426742	+	4463	-0.0655412212936983	1
chr2	238422153	238422776	HES6	238240661	-	182340	-0.0027160198805701	0
chr2	240060731	240061405	COPS9	240136806	-	75279	0.015365126146198	0
chr2	240060731	240061405	NDUFA10	240025401	-	35666	0.0398587111642981	0
chr20	577009	577710	FKBP1A	1393171	-	815813	0.0315554472174375	0
chr20	828944	829444	RBCK1	407498	+	421145	0.0200653151287487	0
chr20	1211942	1212583	RBCK1	407498	+	804213	0.036508492432465	0
chr20	1215251	1216203	FKBP1A	1393171	-	177445	-0.0078154372499416	0
chr20	1215251	1216203	PSMF1	1113263	+	97135	-0.0141546524426942	0
chr20	1215251	1216203	RBCK1	407498	+	807678	0.0454548481265653	0
chr20	1415896	1416396	FKBP1A	1393171	-	22974	0.0187643389248013	0
chr20	1434465	1435350	FKBP1A	1393171	-	41735	0.0097729998750537	0
chr20	3076729	3077229	SNRPB	2470852	-	606126	-0.051939054867318	0
chr20	3446707	3447820	SNRPB	2470852	-	976410	-0.0258355130644516	0
chr20	3652558	3653058	C20orf27	3768386	+	114997	0.0077887968018661	0
chr20	3652558	3653058	IDH3B	2664218	-	988585	-0.0372328348194864	0
chr20	3839277	3839777	C20orf27	3768386	+	71722	-0.0417353078355579	0
chr20	3839277	3839777	MRPS26	3045945	+	793499	-0.0119649661218992	0
chr20	3843451	3843951	C20orf27	3768386	+	75896	-0.0339733996401671	0
chr20	4025605	4026421	DDRGK1	3204684	-	821316	0.0078264315096245	0
chr20	4025605	4026421	MRPS26	3045945	+	979985	-0.0156293986844276	0
chr20	4037971	4038471	C20orf27	3768386	+	270416	-0.0972260353947822	1
chr20	4082440	4083947	C20orf27	3768386	+	315388	-0.0342381714612726	0
chr20	4082440	4083947	RNF24	4015581	-	67602	-0.0749255075758761	1
chr20	4085175	4085675	C20orf27	3768386	+	317620	-0.0353839331173975	0
chr20	4119362	4119862	TMEM230	5113102	-	993475	-0.0217028018020449	0
chr20	5659564	5660064	CRLS1	6006090	+	346258	-0.0134835424845047	0
chr20	5659564	5660064	PCNA	5126625	-	533192	-0.0037897048422964	0
chr20	5659564	5660064	TMEM230	5113102	-	546727	0.0261671479947876	0
chr20	5675386	5675886	PCNA	5126625	-	549014	-0.032328415522366	0
chr20	5675386	5675886	TMEM230	5113102	-	562549	0.0288520228669387	0
chr20	5719539	5720305	TMEM230	5113102	-	606835	-0.0047209451746276	0
chr20	5736995	5737662	TMEM230	5113102	-	624241	-0.0158356611027006	0
chr20	17925055	17925961	DTD1	18567453	+	662384	0.0228218071229973	0
chr20	17925055	17925961	LINC00493	18567347	+	641920	0.0269974917299414	0
chr20	20946305	20946806	NAA20	20017116	+	929266	0.0165641164071495	0
chr20	22836781	22837281	CST3	23638472	-	801017	0.01364706444247	0
chr20	22921384	22922580	CST3	23638472	-	716066	0.0228517572570552	0
chr20	22921384	22922580	NXT1	23350736	+	428753	-0.0318940085221294	0
chr20	22924302	22924802	CST3	23638472	-	713496	-0.0146236013602813	0
chr20	22924302	22924802	NXT1	23350736	+	426183	0.0214664377046274	0
chr20	22928654	22929154	CST3	23638472	-	709144	-0.0278898172050348	0
chr20	22928654	22929154	NXT1	23350736	+	421831	-0.0197906923854381	0
chr20	23091586	23092889	CST3	23638472	-	545811	0.0126940151971575	0
chr20	23152291	23152791	CST3	23638472	-	485507	-0.013591537091762	0
chr20	23156094	23156594	CST3	23638472	-	481704	-0.005224294264703	0
chr20	23359129	23359629	CST3	23638472	-	278669	-0.0452228164237014	0
chr20	23359129	23359629	NXT1	23350736	+	8644	-0.004139328573107	0
chr20	23660402	23660902	CST3	23638472	-	22604	-0.053407349254543	0
chr20	31590725	31591225	HM13	31514428	+	76566	-0.0021011654531348	0
chr20	31608520	31609020	HM13	31514428	+	94361	0.007498472328947	0
chr20	31608520	31609020	ID1	31605283	+	3488	-0.158249932905106	1
chr20	31608520	31609020	PDRG1	31952091	-	343310	-0.0359142849148046	0
chr20	31608520	31609020	TPX2	31739271	+	130330	-0.0258537255960578	0
chr20	31610562	31611062	BCL2L1	31723988	-	113187	0.0088820582280919	0
chr20	31610562	31611062	ID1	31605283	+	5530	-0.303822218515518	1
chr20	31610562	31611062	TPX2	31739271	+	128288	-0.0529543955281924	0
chr20	31612734	31613234	BCL2L1	31723988	-	111015	0.0039984857914205	0
chr20	31612734	31613234	TPX2	31739271	+	126116	-0.0329322908819668	0
chr20	32629093	32629593	MAPRE1	32819893	+	190549	-0.0190990548892783	0
chr20	32681092	32682226	MAPRE1	32819893	+	138233	-0.0320317175205056	0
chr20	32685588	32686456	ASXL1	32358344	+	327679	-0.0178853649966769	0
chr20	32685588	32686456	BCL2L1	31723988	-	962023	0.0086633972928755	0
chr20	33257161	33257661	EIF2S2	34112331	-	854945	0.035500051454088	0
chr20	33257161	33257661	MAPRE1	32819893	+	437519	0.0067840474590736	0
chr20	33257161	33257661	RALY	33993646	+	736240	-0.0263022528743714	0
chr20	33339435	33339935	MAPRE1	32819893	+	519793	-0.0227943484876073	0
chr20	33339435	33339935	RALY	33993646	+	653966	-0.0324513591238048	0
chr20	33688908	33689408	AHCY	34311801	-	613848	0.0182425399911377	0
chr20	33688908	33689408	CHMP4B	33811304	+	122145	-0.0388784094049683	0
chr20	33688908	33689408	DYNLRB1	34516409	+	827225	-0.0071868666484319	0
chr20	33688908	33689408	E2F1	33686403	-	2754	-0.0489509764023134	1
chr20	33688908	33689408	EIF2S2	34112331	-	423198	0.0234348270988791	0
chr20	33689971	33690471	AHCY	34311801	-	612785	0.0451454841922254	0
chr20	33689971	33690471	CHMP4B	33811304	+	121082	-0.0274460297316862	0
chr20	33689971	33690471	COMMD7	32743996	-	946213	0.015046439802481	0
chr20	33689971	33690471	DYNLRB1	34516409	+	826162	0.0103601848428942	0
chr20	33689971	33690471	EIF2S2	34112331	-	422135	0.0144137614660653	0
chr20	33689971	33690471	MAPRE1	32819893	+	870329	0.0229684990543471	0
chr20	33689971	33690471	RALY	33993646	+	303430	-0.015276572592171	0
chr20	35744044	35744544	EIF6	35284984	-	459478	-0.0395849529359295	0
